Date,Daily Returns,Daily TBill,Daily Excess,Daily_Return
2019-04-01,,,,
2019-04-02,1.0204023045831345,0.01693150685,1.0034707977331345,0.010204023045831345
2019-04-03,-1.0100952691779574,0.01704109589,-1.0271363650679575,-0.010100952691779574
2019-04-04,-1.7857161972334668,0.01704109589,-1.8027572931234668,-0.017857161972334668
2019-04-05,2.5974025974025983,0.01701369863,2.5803888987725982,0.025974025974025983
2019-04-08,-1.5189834787875833,0.01698630137,-1.5359697801575833,-0.015189834787875833
2019-04-09,1.0282717107749528,0.01698630137,1.0112854094049528,0.010282717107749528
2019-04-10,-2.035621507865415,0.01704109589,-2.0526626037554148,-0.02035621507865415
2019-04-11,1.298701298701288,0.01731506849,1.281386230211288,0.01298701298701288
2019-04-12,1.7948737511268131,0.01728767123,1.777586079896813,0.01794873751126813
2019-04-15,0.7556655700132975,0.01728767123,0.7383778987832975,0.007556655700132975
2019-04-16,0.7499980926513716,0.01736986301,0.7326282296413716,0.007499980926513716
2019-04-18,1.2406948125700978,0.01736986301,1.2233249495600977,0.012406948125700978
2019-04-22,-2.9411783955364257,0.01739726027,-2.958575655806426,-0.029411783955364257
2019-04-23,0.2525310421001903,0.01739726027,0.2351337818301903,0.002525310421001903
2019-04-24,-3.022671888862205,0.01742465753,-3.040096546392205,-0.03022671888862205
2019-04-25,2.337666300984176,0.01750684932,2.3201594516641757,0.02337666300984176
2019-04-26,3.5532935455905745,0.01750684932,3.5357866962705744,0.035532935455905745
2019-04-30,-3.186272699435977,0.01753424658,-3.203806946015977,-0.03186272699435977
2019-05-02,-0.7594917393937917,0.01778082192,-0.7772725613137916,-0.007594917393937917
2019-05-03,2.8061185018166013,0.0177260274,2.788392474416601,0.028061185018166013
2019-05-06,-1.2406948125700978,0.01769863014,-1.2583934427100978,-0.012406948125700978
2019-05-07,0.5025144893802347,0.01767123288,0.4848432565002347,0.005025144893802347
2019-05-08,-2.500000000000002,0.01769863014,-2.517698630140002,-0.025000000000000022
2019-05-09,0.5128224690755134,0.01767123288,0.49515123619551343,0.005128224690755134
2019-05-10,0.2550981433031785,0.01767123288,0.23742691042317848,0.002550981433031785
2019-05-13,-2.5445293114840117,0.01767123288,-2.562200544364012,-0.025445293114840117
2019-05-14,-0.2610926269270841,0.01747945205,-0.27857207897708414,-0.0026109262692708413
2019-05-15,0.7853383012274673,0.01750684932,0.7678314519074673,0.007853383012274673
2019-05-16,1.0389650022828656,0.01747945205,1.0214855502328657,0.010389650022828656
2019-05-17,-1.2853469932831874,0.01739726027,-1.3027442535531875,-0.012853469932831874
2019-05-20,2.604166563186383,0.01717808219,2.586988480996383,0.02604166563186383
2019-05-21,0.2538032239806087,0.01726027397,0.23654295001060874,0.0025380322398060873
2019-05-22,-2.5316455696202556,0.01739726027,-2.5490428298902557,-0.025316455696202556
2019-05-23,-0.25973629641842244,0.01720547945,-0.27694177586842245,-0.0025973629641842244
2019-05-24,0.7812479821345031,0.01712328767,0.764124694464503,0.007812479821345031
2019-05-27,0.2583939848829653,0.01698630137,0.24140768351296527,0.0025839398488296528
2019-05-28,-0.7731939251534703,0.01704109589,-0.7902350210434703,-0.007731939251534703
2019-05-29,1.5584375951197327,0.01701369863,1.5414238964897327,0.015584375951197327
2019-05-30,0.5115109226201842,0.01704109589,0.49446982673018414,0.005115109226201842
2019-05-31,-2.035621507865415,0.01676712329,-2.052388631155415,-0.02035621507865415
2019-06-03,0.0,0.01657534247,-0.01657534247,0.0
2019-06-04,0.25973629641842244,0.01663013699,0.24310615942842245,0.0025973629641842244
2019-06-06,-0.2590634146997117,0.01610958904,-0.2751730037397117,-0.0025906341469971172
2019-06-07,-2.337666300984176,0.01621917808,-2.353885479064176,-0.02337666300984176
2019-06-10,0.0,0.0162739726,-0.0162739726,0.0
2019-06-11,-0.7978703437103274,0.01635616438,-0.8142265080903274,-0.007978703437103274
